nazwa_pliku,waga_kb,szerokosc,wysokosc,proporcje,jasnosc,kolor_R,kolor_G,kolor_B
9b1a826d1a.jpg,161.02,1080,652,1.66,34.13,18,21,30
9b2e8e1379.jpg,412.58,1056,1273,0.83,75.66,100,77,75
9b5963f5df.jpg,16.74,659,659,1.0,65.62,31,17,11
9bed7a1dfb.jpg,42.65,960,960,1.0,147.23,82,62,49
9c00b6a26c.jpg,66.44,883,837,1.05,35.76,15,14,12
9c18ccc670.jpg,65.67,1071,1070,1.0,62.2,45,38,32
9c7656d830.jpg,139.69,1080,1087,0.99,215.66,30,26,22
9c89021e51.jpg,289.9,1080,518,2.08,124.17,181,137,101
9ced5ef9af.jpg,25.05,633,644,0.98,82.4,22,21,21
9d7b374e3f.jpg,33.63,612,506,1.21,99.81,51,55,70
9d9fc62bd7.jpg,33.44,724,569,1.27,67.31,202,188,182
9da9817fb6.jpg,339.48,1080,1175,0.92,199.41,211,207,205
9e6b351839.jpg,513.96,1080,1006,1.07,75.38,40,30,30
9e8b7f6d33.jpg,404.72,1080,1064,1.02,110.5,68,38,24
9f8c5f44d2.jpg,58.82,962,953,1.01,84.41,52,51,58
9f907c26fc.jpg,34.32,592,592,1.0,95.09,27,21,14
9faf142319.jpg,229.85,1079,946,1.14,43.59,22,25,28
a09a3358c9.jpg,450.27,1080,1093,0.99,53.25,30,30,32
a170fd66b2.jpg,159.71,1080,706,1.53,140.37,121,80,68
a1863c08f7.jpg,56.8,768,960,0.8,86.69,71,45,38
a22cef6898.jpg,86.34,1080,1257,0.86,76.2,96,80,77
a2b26348f5.jpg,353.16,1080,1142,0.95,112.59,136,113,110
a2ca48e006.jpg,69.81,1080,950,1.14,154.37,53,52,51
a2e253d579.jpg,493.5,1073,1089,0.99,109.37,72,69,68
a3fd6e390b.jpg,248.8,708,789,0.9,112.25,130,94,74
a403748fe2.jpg,76.22,1080,1080,1.0,45.8,33,29,26
a418cb6982.jpg,32.32,700,697,1.0,60.47,200,176,177
a427eb3de6.jpg,133.25,1080,1366,0.79,133.67,75,57,61
a469209f7e.jpg,50.82,1080,910,1.19,181.97,47,41,39
a507ed28f2.jpg,104.73,1080,1156,0.93,107.96,34,42,58
a64ee4157a.jpg,299.27,1080,1042,1.04,177.53,163,141,121
a65d5bdaed.jpg,56.19,1080,1055,1.02,26.74,24,21,21
a65f73ab16.jpg,38.93,641,718,0.89,136.46,13,68,109
a66379596c.jpg,97.58,1080,1380,0.78,75.54,195,196,201
a6982ce488.jpg,82.29,960,941,1.02,154.75,198,202,202
a6b6d151d9.jpg,66.09,640,713,0.9,101.99,65,41,29
a6debb9a07.jpg,334.84,1080,813,1.33,116.94,119,93,69
a79bff62a2.jpg,75.01,960,960,1.0,53.57,42,37,44
a7bc7b7cbc.jpg,740.97,1080,1333,0.81,63.51,41,37,39
a7f3ed42a9.jpg,44.25,720,857,0.84,71.38,201,177,154
a81865f4fb.jpg,30.17,556,480,1.16,135.64,115,117,96
a82c8f369c.jpg,34.68,680,639,1.06,120.36,55,43,40
a87035f239.jpg,416.37,1065,1065,1.0,111.77,215,102,93
a8735a8bf2.jpg,62.81,1080,1108,0.97,203.77,232,227,225
a8e4d3d613.jpg,59.31,708,960,0.74,86.24,30,21,8
a9456b02e7.jpg,425.86,1080,1065,1.01,81.31,64,32,29
a96f5324e6.jpg,77.74,994,1138,0.87,110.56,6,6,6
a9d93216a1.jpg,79.96,700,1171,0.6,68.91,59,54,52
aa2166118c.jpg,321.81,1080,1060,1.02,59.31,33,31,30
aaa356d014.jpg,38.57,477,720,0.66,119.8,56,43,38
aaa9af27be.jpg,133.49,1080,1264,0.85,114.04,72,62,55
aab4f8641f.jpg,232.62,1080,926,1.17,228.86,202,185,137
ab6634d7a8.jpg,286.62,994,719,1.38,87.62,43,38,37
ab6903c3c2.jpg,355.67,1075,1306,0.82,122.14,123,130,122
ab780cbd6f.jpg,90.35,1080,1222,0.88,149.14,221,213,206
ab870b5211.jpg,208.41,1080,1066,1.01,167.4,101,97,93
aba68f73cf.jpg,681.87,1080,1311,0.82,124.73,164,162,159
abfe9d2795.jpg,20.33,249,700,0.36,57.78,33,27,24
ac1d6ccda1.jpg,74.75,1080,1077,1.0,106.86,20,40,62
aca1049b94.jpg,383.01,1080,1094,0.99,90.94,99,61,60
ad9c3aa6f8.jpg,38.78,678,736,0.92,80.57,44,52,66
adcb874b57.jpg,368.25,1080,1053,1.03,145.07,225,240,238
ae0da799f6.jpg,328.21,1080,993,1.09,136.49,123,107,92
ae3d0cac01.jpg,51.13,1080,714,1.51,114.55,28,25,26
ae48ae1ff1.jpg,65.39,750,924,0.81,93.5,235,207,119
aefb9d5fbe.jpg,255.85,309,413,0.75,99.79,218,210,206
af0fef52b5.jpg,51.66,1080,545,1.98,204.64,207,211,206
af37c9dfd0.jpg,40.47,720,719,1.0,91.47,43,44,38
afb8a44a17.jpg,36.99,640,621,1.03,82.56,209,180,192
afc69534e0.jpg,432.77,1080,1034,1.04,91.35,73,52,46
afd44c3e18.jpg,24.76,672,672,1.0,220.48,242,243,235
afd8de9b67.jpg,60.05,960,960,1.0,143.61,138,158,176
b064bed6f2.jpg,238.13,1080,1055,1.02,153.69,63,41,34
b072cba56f.jpg,321.2,1080,1319,0.82,136.66,57,33,21
b100695746.jpg,44.93,720,886,0.81,75.27,53,44,46
b2067d639f.jpg,70.38,700,1011,0.69,137.19,48,53,53
b23444194f.jpg,299.51,1080,903,1.2,86.45,69,64,63
b23ba9d78a.jpg,353.7,849,844,1.01,106.98,220,202,183
b2c710a0ec.jpg,288.07,1080,905,1.19,113.2,196,151,64
b302c5e438.jpg,37.31,1080,978,1.1,102.83,58,41,38
b31455027e.jpg,67.22,1080,911,1.19,199.17,204,142,84
b3ec4fd6f8.jpg,348.79,1080,1048,1.03,31.41,29,24,17
b4a1773263.jpg,84.73,1080,1151,0.94,162.71,158,155,145
b533ad53d7.jpg,19.96,526,521,1.01,137.0,41,24,19
b554fab48f.jpg,43.08,1080,892,1.21,112.34,25,29,37
b57072d57c.jpg,51.54,1080,1250,0.86,200.72,242,243,242
b59bc4d03c.jpg,91.56,675,900,0.75,105.48,74,64,60
b60438c06b.jpg,65.69,1080,1465,0.74,41.06,30,22,19
b6c2ee32c3.jpg,95.17,1080,1919,0.56,106.8,68,115,39
b73cd6aa28.jpg,47.77,1080,608,1.78,54.51,32,26,26
b77e4f4e56.jpg,336.77,1080,1309,0.83,37.43,32,28,23
b7986a34b7.jpg,72.83,1080,1080,1.0,129.48,138,96,91
b7e860d37b.jpg,82.39,1080,1039,1.04,58.0,46,39,33
b7f5cfb8c1.jpg,52.69,1080,1037,1.04,171.14,163,127,105
b83852c2b7.jpg,416.48,1079,1192,0.91,118.02,160,160,160
b8565e58c5.jpg,67.27,1080,1179,0.92,157.05,49,38,43
b866515565.jpg,59.51,1080,1006,1.07,68.43,63,60,49
b87d3c8d1c.jpg,367.21,1080,1276,0.85,117.69,81,81,139
b89756a51c.jpg,18.12,460,457,1.01,129.34,139,112,93
b8d3e967f8.jpg,62.59,1080,1348,0.8,63.12,21,16,17
b8fb1b7e9d.jpg,95.31,1080,1080,1.0,163.53,232,206,189
b984973e43.jpg,14.53,512,426,1.2,62.31,21,21,33
b995fd2e88.jpg,60.47,564,557,1.01,125.55,24,24,24
bb6598f9d0.jpg,44.77,539,713,0.76,62.04,45,30,25
bb6c215ee4.jpg,404.76,1080,1041,1.04,188.84,191,199,195
bbde6a5e71.jpg,557.58,1080,1214,0.89,173.98,207,203,195
bc1df1d011.jpg,557.91,1077,1208,0.89,145.49,117,118,93
bc670557d1.jpg,47.96,879,762,1.15,95.56,28,24,35
bc7c4dfc0a.jpg,305.56,1080,1054,1.02,177.65,170,53,17
bc9fdc99dd.jpg,123.11,1080,1272,0.85,123.8,141,140,144
bcfbcff9d6.jpg,131.15,1080,1405,0.77,105.99,65,56,47
bd0f375e99.jpg,37.75,640,804,0.8,143.56,175,106,58
bd8223f700.jpg,225.9,1071,805,1.33,104.56,49,43,44
be469819ec.jpg,24.37,480,441,1.09,149.65,51,58,31
be83fb431a.jpg,133.62,640,721,0.89,77.78,79,37,34
bee8c6dd2a.jpg,37.72,1080,608,1.78,43.14,43,31,29
beefec20dd.jpg,20.26,397,394,1.01,49.72,193,177,192
bf24f075fa.jpg,668.04,1080,1395,0.77,81.52,94,88,62
bf34aa387c.jpg,26.04,500,600,0.83,68.72,58,45,32
bf3a8a6d79.jpg,73.97,1080,1018,1.06,143.2,190,150,129
bf6343312b.jpg,103.66,963,963,1.0,84.95,54,51,42
bfb4c14e59.jpg,23.27,564,564,1.0,207.36,221,221,220
bff3d20e6f.jpg,49.21,494,640,0.77,137.82,152,123,107
c0089221e2.jpg,251.56,1080,793,1.36,102.68,34,31,28
c03a0ef0c8.jpg,505.37,1080,1074,1.01,85.1,68,48,47
c08b2d024a.jpg,58.59,700,648,1.08,163.1,238,241,242
c0db6e08c9.jpg,54.26,1080,615,1.76,65.29,44,38,34
c0e9be687d.jpg,176.01,1080,721,1.5,144.96,221,164,139
c1057cb24c.jpg,471.15,1080,1055,1.02,141.68,111,130,106
c10a553374.jpg,35.4,720,608,1.18,164.05,80,79,65
c17fae6afc.jpg,986.18,1080,1981,0.55,171.78,140,149,81
c1d17fec9d.jpg,39.61,456,680,0.67,119.31,44,64,77
c1fead8b0e.jpg,406.88,1080,1326,0.81,81.79,24,38,34
c292106869.jpg,260.78,1080,1073,1.01,218.45,220,210,204
c2b289e533.jpg,252.34,1080,1058,1.02,175.67,222,221,215
c2b75d1759.jpg,68.75,1080,1038,1.04,71.04,38,30,23
c2ed727c26.jpg,31.59,720,718,1.0,182.9,131,103,52
c37eff8a7a.jpg,66.99,1080,1080,1.0,230.79,224,224,224
c3bb7ea59b.jpg,458.67,1079,1058,1.02,138.05,178,159,88
c4c227b9fb.jpg,316.64,922,1207,0.76,86.95,62,35,36
c50232bee7.jpg,23.09,487,551,0.88,120.2,35,30,31
c5142f7f04.jpg,57.82,828,731,1.13,144.96,102,110,93
c52685ed0c.jpg,52.16,1080,1080,1.0,189.46,53,85,117
c5427c8356.jpg,405.33,1080,1048,1.03,98.35,108,86,65
c54c8f5c4d.jpg,48.22,1080,792,1.36,102.68,51,33,16
c56c666882.jpg,87.66,1080,810,1.33,95.4,55,37,41
c58e977e81.jpg,70.6,1080,1297,0.83,106.16,220,210,198
c59a4a6199.jpg,79.08,675,960,0.7,157.34,187,187,187
c66dae7d4c.jpg,42.08,736,720,1.02,121.83,54,54,53
c6953f7abb.jpg,523.98,1080,1049,1.03,145.11,196,186,173
c6b1c0a759.jpg,270.61,1080,898,1.2,36.94,14,16,23
c800a3bf93.jpg,344.34,1029,1056,0.97,111.64,68,47,46
c825b77f30.jpg,61.75,1080,1134,0.95,113.71,77,67,62
c8325720bb.jpg,23.0,474,528,0.9,162.82,225,221,212
c88282ba95.jpg,125.6,828,758,1.09,171.18,218,226,226
c893ddb7ea.jpg,465.96,1080,1164,0.93,112.77,57,65,68
c92a3a45a4.jpg,412.91,1080,724,1.49,89.64,82,106,54
c947b0d087.jpg,358.24,1080,1061,1.02,116.16,60,49,51
c97a1f816f.jpg,398.29,1080,1239,0.87,125.58,67,44,30
c9b23bd918.jpg,47.86,720,902,0.8,152.16,219,208,180
ca446e4460.jpg,51.33,640,853,0.75,145.31,135,121,115
ca7031fafe.jpg,2951.4,3000,4000,0.75,86.7,199,143,143
ca7cd1c413.jpg,59.63,960,920,1.04,114.06,141,120,110
cac4e27a76.jpg,38.37,398,500,0.8,85.21,56,33,24
cb2d5c6c1a.jpg,290.58,1080,988,1.09,60.78,162,162,168
cbab9ccec5.jpg,268.83,1080,516,2.09,84.24,110,76,41
cc00d5b2b5.jpg,436.65,1080,1416,0.76,86.41,114,84,69
cc42e38565.jpg,432.78,1080,1049,1.03,75.36,66,50,39
cc76fbd03f.jpg,85.26,1048,1205,0.87,59.85,29,33,22
cd9da7107f.jpg,34.54,750,750,1.0,36.84,203,173,140
ce47c26466.jpg,47.28,1080,608,1.78,93.41,62,116,138
cea603e92e.jpg,29.08,665,734,0.91,51.8,37,36,36
cea9117f7f.jpg,34.71,564,564,1.0,84.22,58,52,47
cee1a3a15e.jpg,357.29,1080,1224,0.88,88.42,39,42,35
cf0724c993.jpg,43.21,960,960,1.0,153.88,59,47,40
cf205c57db.jpg,65.16,736,984,0.75,65.74,31,37,51
cf78acb50c.jpg,345.34,1080,602,1.79,144.87,124,141,184
cfd7f90a27.jpg,87.05,1080,1080,1.0,65.55,37,52,47
cfea758c39.jpg,82.77,960,1440,0.67,178.88,216,211,202
d020dabc51.jpg,31.02,720,544,1.32,199.48,218,212,198
d059f9966a.jpg,9.14,299,168,1.78,236.88,47,47,47
d0891afc12.jpg,35.51,704,640,1.1,67.88,188,203,207
d13f04e498.jpg,329.81,1080,845,1.28,126.59,151,176,206
d1a08dccb9.jpg,297.83,1080,1020,1.06,161.66,206,174,166
d1c76aa3a2.jpg,187.86,616,951,0.65,218.88,223,216,212
d1da039780.jpg,300.26,1080,1216,0.89,116.96,219,183,176
d1f6287a44.jpg,506.21,1070,1024,1.04,189.74,206,203,198
d2f9bbeb6c.jpg,17.51,500,491,1.02,62.55,36,25,15
d3765a21bc.jpg,67.45,896,1008,0.89,141.24,105,121,88
d3837de374.jpg,685.04,1080,1058,1.02,81.85,183,160,149
d388a16764.jpg,269.96,1080,970,1.11,80.12,22,25,29
d3c2218d4a.jpg,23.92,720,900,0.8,134.53,23,18,14
d3d36c1cb4.jpg,330.12,1080,708,1.53,99.93,36,39,33
d405e35f52.jpg,25.81,554,554,1.0,50.59,37,39,29
d4a28e344c.jpg,231.95,1080,1036,1.04,74.12,54,57,65
d5265ca84d.jpg,68.93,1000,1157,0.86,67.5,35,26,17
d53c8a51da.jpg,495.82,1080,1070,1.01,70.35,31,41,37
d577a6d0cd.jpg,39.04,699,814,0.86,178.53,183,182,216
d585a399a4.jpg,45.94,902,960,0.94,177.6,64,66,60
d5a94a0792.jpg,433.51,1080,808,1.34,153.63,158,142,133
d5bdee1a42.jpg,558.73,1080,1315,0.82,125.22,80,88,101
d6156f693b.jpg,88.52,768,1024,0.75,103.18,67,54,48
d6278d929b.jpg,30.69,660,519,1.27,146.82,100,63,55
d63da65a73.jpg,41.6,680,446,1.52,123.59,118,69,62
d6989930ce.jpg,63.63,1080,1194,0.9,153.71,186,140,152
d6c30d4aa6.jpg,94.22,1080,948,1.14,127.4,169,129,101
d7b733bcf8.jpg,225.54,1080,858,1.26,158.59,141,125,121
d7f5f47041.jpg,310.69,1080,997,1.08,66.56,42,46,40
d842ff02ea.jpg,641.76,1078,1169,0.92,64.05,44,41,41
d8c7f5e09e.jpg,23.41,600,338,1.78,61.8,53,44,34
d8eb6d1bab.jpg,662.34,1080,1166,0.93,106.68,116,97,69
d8f0c8a3a1.jpg,103.81,1080,1448,0.75,59.79,20,30,35
d8fa07b742.jpg,304.52,715,739,0.97,169.7,161,161,156
d9396bd036.jpg,437.7,1036,1548,0.67,85.72,41,39,31
d9e0d1486f.jpg,52.57,694,575,1.21,75.58,50,45,44
da27c16917.jpg,218.35,1080,1188,0.91,169.9,129,151,154
da8977b3bc.jpg,419.72,1079,1319,0.82,44.08,34,30,29
da8e1b74a3.jpg,42.59,1080,893,1.21,12.89,5,6,8
dae482a625.jpg,276.81,861,1019,0.84,141.67,34,202,235
db0538152e.jpg,0.0,0,0,0.0,0.0,0,0,0
dc11342e8a.jpg,45.45,960,820,1.17,140.1,35,49,49
dcaf2b499b.jpg,66.4,1080,1052,1.03,116.06,69,55,39
dccaa3ab53.jpg,59.7,640,636,1.01,76.51,47,36,30
dcf636d51c.jpg,674.18,993,1049,0.95,59.66,39,36,24
dcfaeac33f.jpg,66.55,960,960,1.0,148.86,145,164,181
dd2a915524.jpg,43.57,1080,606,1.78,78.51,58,55,49
dd5cb7a487.jpg,45.65,600,666,0.9,157.34,210,206,190
dd876562c9.jpg,29.33,699,515,1.36,165.75,197,185,180
ddf6a16df7.jpg,558.88,1080,1040,1.04,114.15,19,36,55
de86652f93.jpg,306.37,1080,679,1.59,148.02,180,163,151
de8bf9e22c.jpg,423.62,1080,1006,1.07,146.39,118,94,95
df1012ca86.jpg,111.6,1080,1350,0.8,123.21,40,45,40
df1249413d.jpg,111.97,1290,1277,1.01,88.83,218,147,147
df7b4832fe.jpg,77.3,1080,1031,1.05,133.46,61,55,50
dfbf6d2d1a.jpg,70.75,960,720,1.33,108.73,138,98,74
e02d5c2a9e.jpg,420.15,1074,866,1.24,102.17,57,27,16
e06d25a537.jpg,46.85,695,900,0.77,165.8,44,36,32
e07816da3d.jpg,451.03,1067,1049,1.02,63.61,190,151,158
e0ad7f0659.jpg,55.7,599,920,0.65,69.04,20,24,25
e0e0f6d84e.jpg,47.35,675,875,0.77,112.37,122,101,76
e0ea701e56.jpg,27.6,640,640,1.0,136.84,68,63,57
e11b22e560.jpg,57.19,736,794,0.93,122.62,43,51,44
e15c1bd01a.jpg,106.52,1080,1345,0.8,130.96,139,140,147
e170a3dd18.jpg,329.95,1080,1060,1.02,68.15,49,49,49
e1b1e66f81.jpg,311.65,1078,986,1.09,69.43,30,21,13
e204a86362.jpg,132.05,1080,1338,0.81,93.47,40,40,49
e20afafc1b.jpg,432.54,1080,1122,0.96,148.43,120,77,48
e246fdae1b.jpg,25.96,580,579,1.0,87.18,40,40,43
e3819c71d7.jpg,66.36,1073,1142,0.94,127.72,193,183,184
e4b480ae63.jpg,83.01,1080,1319,0.82,60.04,48,38,36
e4b79c292c.jpg,172.87,295,384,0.77,86.84,113,84,69
e4f748eca4.jpg,393.15,1080,1259,0.86,113.53,200,212,218
e593c26036.jpg,434.16,1080,940,1.15,83.61,217,211,207
e59dc213e8.jpg,265.84,1080,1050,1.03,117.25,101,73,57
e5bcae0c60.jpg,37.64,736,732,1.01,86.48,47,50,51
e75979d4fe.jpg,760.44,1080,1328,0.81,105.96,54,50,47
e7a93a1093.jpg,0.0,0,0,0.0,0.0,0,0,0
e7ec9d2260.jpg,338.92,1080,1052,1.03,49.85,25,30,33
e809efab78.jpg,56.75,960,937,1.02,91.92,69,55,59
e82a38782a.jpg,86.57,1080,1059,1.02,119.99,52,50,50
e88dd78225.jpg,39.02,1080,791,1.37,26.67,16,16,15
e9019591c9.jpg,5173.28,3000,4000,0.75,105.25,41,44,49
e91d5005f1.jpg,52.26,1080,1080,1.0,171.1,108,115,105
e93aacbd03.jpg,70.91,1080,859,1.26,170.7,151,154,159
e93cad02c4.jpg,37.64,720,959,0.75,95.9,120,75,65
e93e346258.jpg,26.02,500,542,0.92,136.88,204,201,190
e9686ba10c.jpg,34.75,479,477,1.0,112.9,123,123,113
e99616b0d6.jpg,45.78,720,777,0.93,138.63,15,51,27
e99cb8ef68.jpg,51.73,949,814,1.17,48.61,55,13,117
e9d2af5afa.jpg,264.8,1080,858,1.26,69.06,54,40,32
ea7587c6c0.jpg,476.74,1080,1104,0.98,56.68,24,18,12
eae0fbc883.jpg,0.0,0,0,0.0,0.0,0,0,0
eaf713608c.jpg,126.3,1080,1080,1.0,184.54,29,39,49
eb4df742b5.jpg,62.24,677,680,1.0,114.4,62,63,62
eb9bcb9e08.jpg,492.42,1080,1197,0.9,101.72,215,213,193
ebbe9a6998.jpg,89.99,1080,1079,1.0,206.29,200,208,214
ec09331644.jpg,19.54,460,535,0.86,58.35,36,27,14
ec31729b7f.jpg,22.04,1080,997,1.08,88.36,28,22,26
ec802539b7.jpg,40.21,600,821,0.73,155.93,43,89,119
edaa9a7ee4.jpg,261.85,790,970,0.81,210.67,215,239,244
edd51a229a.jpg,46.15,1080,810,1.33,150.47,194,184,192
ee6c04eb94.jpg,620.33,1080,1072,1.01,176.12,206,197,183
ee78482818.jpg,53.11,959,897,1.07,102.12,25,63,101
eeaef8a31c.jpg,291.87,1080,1062,1.02,190.56,57,50,50
eed0d8e95b.jpg,512.14,1920,1032,1.86,181.23,197,198,202
ef579f0e47.jpg,59.02,767,810,0.95,178.11,195,189,193
efe5befe8a.jpg,458.35,1080,1298,0.83,71.47,53,44,45
efebfd6834.jpg,102.81,1080,1080,1.0,91.37,58,38,37
f00ebf229e.jpg,35.56,1080,994,1.09,56.05,203,155,135
f051d19ae5.jpg,161.48,1080,1192,0.91,126.89,40,40,42
f08b8eae4a.jpg,125.17,464,931,0.5,66.89,206,176,167
f0b8eefe0a.jpg,119.52,1080,1009,1.07,179.08,245,50,51
f0c5c98336.jpg,28.9,564,705,0.8,105.78,67,56,49
f16b25aa1d.jpg,80.05,1080,953,1.13,161.69,62,68,39
f19b694ffb.jpg,92.12,944,1440,0.66,83.49,67,64,40
f2187a183c.jpg,68.11,1080,1004,1.08,116.52,123,91,66
f224462e5d.jpg,210.61,1080,771,1.4,83.25,16,13,11
f2760346e3.jpg,15.8,480,474,1.01,180.02,216,174,47
f2c6acddbe.jpg,21.7,680,593,1.15,66.71,40,31,63
f307518f63.jpg,296.97,1080,967,1.12,144.65,61,47,49
f312fecff2.jpg,512.93,1080,1324,0.82,52.92,39,26,19
f325d4878b.jpg,323.06,1080,922,1.17,191.47,194,191,198
f3340d15c4.jpg,454.16,1080,935,1.16,81.84,59,55,55
f39d2e14e4.jpg,64.62,1080,1061,1.02,60.34,58,42,33
f40c4d7f4c.jpg,135.05,1080,1331,0.81,93.49,236,207,119
f43be9b3eb.jpg,313.15,1080,1222,0.88,222.66,236,233,227
f4840b5e99.jpg,255.36,1080,1071,1.01,99.88,33,36,41
f50cc33dd3.jpg,31.2,750,698,1.07,181.9,69,54,62
f52efefe29.jpg,40.61,960,960,1.0,18.64,15,11,9
f572d07607.jpg,45.6,638,647,0.99,106.67,53,41,30
f6029c5641.jpg,141.87,1080,1349,0.8,123.58,217,129,16
f62106efc3.jpg,67.18,950,950,1.0,111.87,47,59,57
f656322fd9.jpg,29.67,600,500,1.2,120.64,46,52,56
f6674f9bef.jpg,320.11,1080,1037,1.04,166.67,218,200,182
f685d6e376.jpg,159.34,1069,1100,0.97,135.18,168,82,49
f686361643.jpg,37.86,666,667,1.0,139.38,54,60,56
f8284e77a9.jpg,50.56,500,624,0.8,121.25,86,77,60
f8444077fa.jpg,75.08,1080,970,1.11,153.42,232,217,213
f94365c332.jpg,42.71,792,687,1.15,147.78,50,39,21
f95338432d.jpg,213.8,1080,771,1.4,125.36,47,34,36
f95ad2de76.jpg,247.82,1080,811,1.33,107.62,73,68,66
f972b4a49a.jpg,51.19,720,720,1.0,142.91,46,44,26
f9928f4708.jpg,477.98,1080,1344,0.8,66.49,210,184,180
f9c5633fb3.jpg,139.91,1030,848,1.21,215.35,13,13,15
f9e89143b3.jpg,68.09,1080,755,1.43,92.15,61,60,61
fa1633662f.jpg,86.23,1200,1200,1.0,146.64,33,36,22
fa1b124a88.jpg,397.32,1080,954,1.13,155.38,176,163,155
fa27074a01.jpg,389.91,1080,1191,0.91,79.72,202,175,160
fa81c96028.jpg,50.25,665,740,0.9,94.89,61,49,47
fabb24ec05.jpg,60.84,1080,870,1.24,38.53,171,171,171
fabe1fc754.jpg,464.51,1078,1059,1.02,62.47,37,21,24
facd7777f0.jpg,31.24,800,704,1.14,42.54,38,34,36
fb2039def8.jpg,38.55,468,613,0.76,154.97,183,185,178
fb8e23a677.jpg,424.48,841,1190,0.71,89.64,36,46,60
fbaecd9bcd.jpg,19.07,460,354,1.3,147.29,58,59,61
fc3b05b0d4.jpg,36.85,700,513,1.36,137.55,129,93,86
fc3f21cfcc.jpg,259.45,1080,1113,0.97,47.58,36,29,22
fc5211b18e.jpg,261.82,1080,651,1.66,148.28,53,56,37
fc6ca45923.jpg,688.72,1080,1368,0.79,71.61,215,98,82
fc8e6eb935.jpg,365.83,1080,731,1.48,147.08,33,35,42
fcb365574c.jpg,128.86,1080,1349,0.8,83.83,212,212,217
fcd87d22c1.jpg,115.3,1080,1559,0.69,44.46,35,19,10
fce8162e21.jpg,95.03,526,482,1.09,135.42,207,173,171
fd423f72f8.jpg,58.06,1080,824,1.31,85.62,64,50,46
fd4f670d6d.jpg,63.92,721,960,0.75,118.02,60,41,29
fe1dda7fa3.jpg,36.58,720,578,1.25,124.52,21,15,16
fe4a5c7534.jpg,229.49,1080,873,1.24,196.48,233,234,233
fe80bc65d0.jpg,564.73,1080,1084,1.0,67.66,56,29,21
fec2f4f03e.jpg,104.89,768,960,0.8,100.15,57,58,42
ff6a24c69c.jpg,447.65,1080,1333,0.81,71.0,35,49,61
ff76e15758.jpg,41.33,720,651,1.11,117.49,154,121,85
ff96bcbf45.jpg,37.2,656,657,1.0,105.73,44,43,42
ff9900299b.jpg,40.57,750,541,1.39,144.91,187,130,80
ffd01efb1d.jpg,432.87,1080,1294,0.83,69.62,51,48,62
00f3083e34.jpg,473.33,1080,1061,1.02,56.83,35,23,21
